Window Size,Accuracy,Precision,Recall,Specificity,F1-Score,MCC,TPR,FPR
7.0,0.6386316103973708,0.6378490790255497,0.641469973110248,0.6357932476844935,0.6396544019067482,0.2772676883356913,0.641469973110248,0.3642067523155064
8.0,0.6337018225276367,0.6345055605650737,0.6307140723035555,0.636689572751718,0.6326041354510039,0.2674084192213715,0.6307140723035555,0.36331042724828205
9.0,0.669704212727816,0.6776110068792995,0.6474454735584105,0.6919629518972213,0.6621848739495798,0.33974524698079833,0.6474454735584105,0.3080370481027786
